Make,Model,Year,Price,Mileage,Manufacture_Date
Mercedes-Benz,Sedan,2020,52819,20641,2017-10-28
BMW,Convertible,2007,33469,163572,2010-09-20
Nissan,Sedan,2002,8845,35797,2002-04-17
Volkswagen,Coupe,2018,28290,45950,2009-02-05
Volkswagen,Convertible,2013,35699,156118,2008-02-01
Chevrolet,Minivan,2019,49252,129554,2003-12-03
Volkswagen,SUV,2016,8293,102339,2018-10-07
Volkswagen,Minivan,2007,62089,113431,2020-12-16
Ford,Minivan,2013,21608,140710,2022-10-22
Nissan,Truck,2005,71273,21173,2000-10-30
Ford,SUV,2022,21619,144294,2005-12-02
Toyota,Truck,2021,19779,181136,2017-10-04
Audi,SUV,2015,56040,168082,2011-03-26
Honda,Coupe,2018,61325,18095,2018-10-27
Nissan,Sedan,2013,26630,123554,2003-03-14
Honda,Truck,2018,17178,132511,2001-02-19
BMW,Coupe,2002,24935,125614,2014-05-10
Ford,Sedan,2009,52258,136447,2000-05-29
Mercedes-Benz,Sedan,2018,27784,89023,2017-11-11
Honda,Convertible,2008,68722,107181,2016-02-25
Mercedes-Benz,Minivan,2019,28027,20600,2002-04-18
Chevrolet,Convertible,2012,62853,2466,2016-10-27
Nissan,Minivan,2006,72359,176169,2020-06-10
Chevrolet,Convertible,2013,77388,109934,2003-08-13
Audi,Truck,2008,20111,53276,2004-03-03
Chevrolet,Truck,2022,37312,181189,2014-05-01
Mercedes-Benz,Minivan,2018,29161,178043,2016-10-27
Volkswagen,Sedan,2014,72313,6928,2001-07-06
Ford,Truck,2019,55374,55309,2010-04-14
Chevrolet,Sedan,2013,29014,171960,2010-01-19
Audi,Coupe,2005,51389,174904,2001-04-26
Nissan,SUV,2020,23161,116196,2001-08-22
Hyundai,Sedan,2003,12490,9404,2021-01-07
Audi,Sedan,2007,29502,164711,2005-06-05
Ford,Coupe,2016,40757,191670,2004-06-22
Honda,Minivan,2008,46111,197471,2021-06-09
Toyota,Convertible,2000,63645,113187,2008-03-16
Nissan,Hatchback,2019,64055,110449,2001-11-17
Mercedes-Benz,Minivan,2013,13998,27684,2015-02-20
Toyota,Convertible,2010,33906,68591,2004-10-25
Audi,Convertible,2020,75192,119821,2019-03-25
Audi,Minivan,2002,55477,2682,2016-12-30
Audi,Minivan,2008,41901,111186,2019-10-22
Toyota,Sedan,2013,57021,169118,2006-10-16
Chevrolet,Sedan,2008,34092,21832,2020-06-20
Ford,Truck,2003,6242,16997,2021-04-10
Nissan,Truck,2003,6831,34640,2000-04-24
Ford,SUV,2007,55721,40491,2001-07-22
Nissan,SUV,2001,33511,63043,2021-10-08
Nissan,Hatchback,2008,77782,112175,2007-05-13
Honda,Minivan,2013,23302,128568,2012-07-26
Audi,Truck,2021,60568,114250,2009-02-22
Hyundai,Minivan,2008,8232,72725,2008-03-07
BMW,Sedan,2022,56507,128131,2008-08-17
Ford,Coupe,2015,15683,45520,2008-04-03
Honda,Truck,2016,28664,62919,2017-05-16
Audi,Sedan,2015,38172,109869,2009-10-14
Volkswagen,Minivan,2011,69340,64442,2021-06-17
Volkswagen,Truck,2002,16017,152842,2004-05-27
Chevrolet,Convertible,2010,41613,105246,2001-07-13
Toyota,Truck,2013,35348,178570,2018-02-16
Volkswagen,Minivan,2017,21448,109687,2019-07-06
Mercedes-Benz,Minivan,2020,14491,123447,2015-03-28
Audi,Hatchback,2020,63759,61477,2012-02-22
BMW,Minivan,2004,49553,244,2015-06-21
Hyundai,Convertible,2015,5968,163860,2005-02-24
Audi,Sedan,2019,5368,79453,2011-06-01
Volkswagen,Convertible,2004,78960,188809,2010-07-30
BMW,Truck,2002,40010,177561,2020-05-11
Hyundai,Convertible,2011,59154,127962,2010-02-25
Chevrolet,Hatchback,2000,40851,71303,2004-09-05
Chevrolet,Coupe,2020,30496,28390,2021-07-09
Honda,Convertible,2008,35936,10247,2004-08-19
Hyundai,Minivan,2008,72005,190791,2000-05-05
Hyundai,Hatchback,2003,42493,165750,2003-04-14
Mercedes-Benz,Convertible,2002,74795,29583,2016-09-05
Hyundai,SUV,2016,41390,139148,2007-06-04
Volkswagen,Coupe,2001,15292,149078,2017-01-19
Mercedes-Benz,Sedan,2000,33365,146123,2016-05-31
Hyundai,Minivan,2007,22207,135386,2022-05-27
Ford,Hatchback,2012,27912,28670,2015-01-24
Honda,Convertible,2022,61572,198623,2015-10-09
Honda,Coupe,2014,24276,124920,2015-04-14
Ford,Sedan,2007,10534,10236,2006-11-03
Mercedes-Benz,Coupe,2011,40670,35568,2007-01-09
Chevrolet,Hatchback,2021,67147,191386,2019-02-19
Ford,SUV,2011,41486,107327,2013-02-11
Audi,Hatchback,2013,70557,110188,2013-10-03
Toyota,Hatchback,2014,39268,16352,2022-09-29
BMW,Sedan,2014,31336,125721,2002-10-28
Chevrolet,Sedan,2008,8641,176722,2003-05-26
Chevrolet,Convertible,2018,37959,141418,2004-10-08
Nissan,Truck,2019,18306,156228,2015-08-19
Chevrolet,Hatchback,2021,51182,55904,2016-06-04
Honda,Sedan,2007,79123,145107,2011-03-14
Chevrolet,Hatchback,2020,61326,122141,2022-05-05
Audi,Hatchback,2018,26498,16108,2018-11-05
Chevrolet,Sedan,2005,75198,2853,2014-01-16
Hyundai,SUV,2019,32197,84156,2012-01-21
Honda,SUV,2018,25719,4176,2018-01-03
Ford,Hatchback,2003,30032,100459,2013-05-29
Ford,SUV,2022,64624,156992,2000-06-12
Volkswagen,Hatchback,2006,46964,185922,2009-01-23
Toyota,Convertible,2003,35028,137901,2009-04-11
Toyota,Sedan,2021,59646,123225,2002-09-22
Hyundai,Hatchback,2011,13536,118458,2016-11-13
Toyota,SUV,2012,61747,110893,2005-02-20
Chevrolet,SUV,2002,50712,73927,2022-03-09
Ford,Coupe,2021,11273,118178,2008-12-08
Chevrolet,Coupe,2011,76820,40667,2003-09-10
Nissan,Minivan,2001,79353,196914,2006-03-01
Volkswagen,SUV,2001,55830,166915,2019-12-17
Ford,Minivan,2022,22127,181880,2021-12-14
Toyota,Minivan,2008,16539,161615,2018-01-16
BMW,Minivan,2000,51761,6611,2020-12-19
Chevrolet,Convertible,2007,51219,88242,2001-03-08
Audi,Truck,2022,19692,84612,2015-09-22
BMW,Hatchback,2005,18334,46902,2014-05-14
Audi,Coupe,2005,33615,33043,2021-02-14
Nissan,Hatchback,2021,12903,136343,2010-06-14
Toyota,Coupe,2017,33527,72867,2002-12-06
Chevrolet,Sedan,2016,20629,77089,2012-08-05
Chevrolet,Sedan,2011,63008,58745,2022-09-28
Audi,SUV,2005,31708,193149,2002-09-21
Chevrolet,Sedan,2007,15860,190191,2011-10-28
Nissan,Sedan,2018,22438,142645,2012-12-14
Honda,Truck,2009,72300,152481,2016-08-12
Honda,Minivan,2000,76545,85970,2020-12-31
Audi,Convertible,2012,25842,24464,2013-01-19
Toyota,SUV,2016,65213,173912,2002-08-15
Audi,Truck,2002,47372,179857,2022-09-09
Mercedes-Benz,SUV,2007,73906,118523,2005-11-24
Chevrolet,Convertible,2013,43744,20662,2001-09-23
Chevrolet,SUV,2002,62442,18228,2016-07-20
Honda,Hatchback,2015,8650,60721,2001-11-28
BMW,Hatchback,2012,50117,180295,2000-02-01
Audi,Hatchback,2019,57772,138458,2016-12-31
Toyota,Sedan,2016,8190,6862,2013-05-06
Honda,Convertible,2012,53113,40108,2015-03-25
Audi,Truck,2005,13789,91788,2006-02-26
Ford,Truck,2016,37125,80140,2016-12-14
Toyota,Coupe,2013,22459,158273,2017-07-16
Toyota,Truck,2016,40418,68578,2003-03-02
Hyundai,Minivan,2007,52085,49966,2014-07-01
BMW,Hatchback,2010,23768,185846,2016-11-06
Nissan,Minivan,2019,54961,10386,2006-02-26
Toyota,Minivan,2000,32885,77228,2008-12-29
Hyundai,Hatchback,2006,66082,146297,2005-06-26
Chevrolet,Coupe,2020,11895,147765,2009-11-24
Audi,Sedan,2020,55311,72197,2010-01-20
Volkswagen,Truck,2016,72067,43021,2020-06-02
Volkswagen,Convertible,2009,76017,118915,2005-11-25
BMW,Coupe,2010,28932,149333,2009-07-11
Chevrolet,Truck,2021,26360,158450,2000-02-21
Toyota,Sedan,2008,59847,117174,2005-11-29
Chevrolet,Minivan,2008,43931,86755,2012-01-08
Hyundai,Convertible,2004,60823,143009,2009-12-30
Ford,Convertible,2016,43032,66330,2020-02-21
Nissan,Minivan,2008,23807,178438,2005-10-13
Mercedes-Benz,Sedan,2016,16767,72322,2015-10-14
Nissan,Truck,2020,13071,102318,2003-09-16
Toyota,Minivan,2018,58413,171232,2015-05-22
Chevrolet,SUV,2006,31149,45313,2010-04-12
Nissan,Truck,2022,20540,27032,2000-07-28
Audi,Minivan,2008,75248,148430,2017-01-23
Nissan,Minivan,2006,24787,61710,2021-06-25
Hyundai,Coupe,2012,25982,95326,2016-11-23
Nissan,Coupe,2010,27606,86157,2000-08-25
Audi,Truck,2013,15150,179893,2022-02-09
Mercedes-Benz,Hatchback,2018,51936,28365,2004-04-25
Mercedes-Benz,Coupe,2010,13593,13189,2009-09-10
Audi,SUV,2012,22358,7248,2019-11-14
Chevrolet,Hatchback,2013,42381,4369,2000-05-29
Ford,SUV,2012,33074,194835,2004-06-12
Toyota,Convertible,2000,25595,139122,2020-12-22
BMW,Coupe,2007,49194,28605,2007-01-18
Volkswagen,Minivan,2011,54377,49616,2012-02-15
Chevrolet,Hatchback,2018,31853,185551,2020-08-12
Nissan,Truck,2011,78719,103719,2011-09-09
Volkswagen,Hatchback,2007,25661,171955,2021-04-09
Volkswagen,Minivan,2007,55493,33055,2005-10-09
Audi,Convertible,2020,41495,199803,2010-10-22
Honda,SUV,2012,18703,116680,2021-08-17
Ford,Convertible,2011,58080,7450,2013-06-15
Ford,Sedan,2015,35815,133997,2018-04-03
Honda,Coupe,2000,34565,50272,2006-03-13
Toyota,Truck,2012,68321,5310,2010-06-12
Honda,SUV,2006,63453,31817,2001-07-31
BMW,Convertible,2004,38161,175600,2001-02-26
BMW,Truck,2007,60991,186851,2007-07-26
Audi,Coupe,2013,14716,82641,2003-05-14
Nissan,Minivan,2022,38349,15457,2008-09-11
Volkswagen,Truck,2012,52098,42311,2001-11-18
Ford,Coupe,2014,5132,135052,2001-12-23
Ford,Coupe,2022,56990,151958,2002-01-16
Honda,Coupe,2016,73921,181949,2011-11-16
Honda,Convertible,2014,41538,123573,2007-06-05
Honda,Minivan,2019,12213,97427,2001-12-08
Toyota,Coupe,2017,49223,36181,2001-04-28
Honda,Truck,2017,73371,164334,2004-03-13
Nissan,Minivan,2001,73274,132019,2000-06-18
Volkswagen,Sedan,2003,9134,131094,2002-10-17
Chevrolet,Truck,2000,44601,1128,2019-06-03
Chevrolet,Convertible,2003,78889,79522,2017-09-14
Nissan,Coupe,2017,20690,163394,2002-04-27
Hyundai,Minivan,2004,6909,48929,2009-02-28
BMW,Sedan,2018,17062,81696,2010-12-27
Chevrolet,Convertible,2014,39731,115245,2022-02-12
Toyota,SUV,2007,10153,9808,2000-02-01
Hyundai,SUV,2019,15481,95148,2022-11-29
Mercedes-Benz,SUV,2016,71425,183954,2021-07-26
Toyota,Sedan,2000,68600,21725,2016-11-22
Ford,Minivan,2011,76997,72534,2021-06-09
Chevrolet,Truck,2018,33205,39950,2006-05-04
BMW,Sedan,2014,49149,83576,2000-03-06
Honda,Minivan,2008,54112,20557,2005-04-12
Honda,Sedan,2006,15940,21825,2013-09-20
Volkswagen,Minivan,2001,64010,8998,2020-08-16
BMW,Sedan,2008,29485,36080,2017-01-16
Ford,SUV,2009,6067,188869,2014-11-30
Audi,Hatchback,2001,25607,146874,2001-08-07
Chevrolet,Minivan,2018,66597,142239,2017-09-18
Volkswagen,Minivan,2010,79554,42407,2018-04-21
BMW,Minivan,2012,53521,120283,2014-05-11
Mercedes-Benz,Truck,2009,20187,13338,2022-04-29
Toyota,Hatchback,2013,8985,76289,2021-10-08
Ford,Hatchback,2017,48052,149967,2004-10-14
BMW,Sedan,2018,24563,178982,2020-12-31
Chevrolet,Truck,2021,52322,131029,2006-01-13
Toyota,Hatchback,2008,66245,109367,2005-03-07
BMW,Coupe,2006,56514,65898,2019-03-20
Nissan,Sedan,2002,23608,134526,2008-06-20
Volkswagen,Sedan,2019,72262,117486,2002-08-31
BMW,Sedan,2005,76327,86540,2011-01-07
Nissan,Coupe,2020,62225,191869,2018-02-10
Toyota,Coupe,2001,78994,181709,2011-11-08
Toyota,SUV,2005,22221,136421,2018-05-21
Toyota,Convertible,2002,53506,125416,2004-01-17
Audi,Truck,2015,25968,39963,2015-07-30
BMW,Convertible,2007,32937,138822,2020-01-25
Nissan,Sedan,2001,67435,94929,2017-08-23
Honda,Hatchback,2016,54508,153535,2000-01-02
Mercedes-Benz,Sedan,2008,46831,74935,2018-09-26
Mercedes-Benz,Hatchback,2011,47933,189864,2016-05-08
Nissan,SUV,2002,52307,13686,2021-08-21
Honda,Minivan,2010,53340,63528,2013-12-23
Ford,Convertible,2000,48601,99811,2021-02-01
Audi,Minivan,2022,77178,22787,2007-12-24
Nissan,Minivan,2012,33754,145848,2014-02-12
Chevrolet,Sedan,2014,48310,115613,2022-09-20
Volkswagen,Convertible,2004,74893,188499,2008-09-03
Volkswagen,SUV,2020,53367,104887,2007-02-12
Hyundai,Convertible,2016,18201,61086,2015-08-26
Mercedes-Benz,Hatchback,2022,7739,102231,2006-02-13
Toyota,Truck,2005,18231,63308,2007-08-31
Chevrolet,Minivan,2020,47495,15797,2019-03-15
Ford,SUV,2021,26168,5302,2014-12-26
Honda,Convertible,2010,37624,194244,2000-01-19
Ford,Sedan,2017,15635,38059,2002-05-08
Mercedes-Benz,Coupe,2003,14964,131980,2014-09-24
Toyota,Coupe,2002,32785,191324,2008-04-20
Honda,SUV,2012,17336,143949,2012-05-02
Nissan,Coupe,2022,32412,14239,2015-11-07
Hyundai,Truck,2008,50591,27313,2006-12-06
Honda,SUV,2020,66750,42103,2020-06-15
Mercedes-Benz,Sedan,2005,40454,179480,2012-12-02
Ford,Sedan,2011,67672,88771,2013-04-25
Volkswagen,SUV,2001,32228,126228,2011-01-21
Ford,Coupe,2002,19429,91665,2006-09-18
Ford,Coupe,2002,72808,10534,2007-10-17
Ford,Sedan,2011,58015,43060,2022-01-29
Hyundai,Truck,2014,73936,17189,2018-02-17
Mercedes-Benz,Hatchback,2008,62378,128431,2009-06-24
Chevrolet,Coupe,2022,42310,86067,2003-03-05
Hyundai,Truck,2007,73827,10967,2012-08-31
Hyundai,Minivan,2010,40256,65563,2019-04-27
Mercedes-Benz,Coupe,2015,43889,8660,2010-03-11
Audi,Hatchback,2021,56428,118671,2009-09-30
Hyundai,SUV,2003,42207,129909,2016-09-30
Honda,Convertible,2000,55255,170895,2018-01-15
Audi,Sedan,2006,10409,186914,2018-10-02
Mercedes-Benz,SUV,2001,47438,140688,2006-02-21
BMW,Coupe,2004,12869,75976,2022-05-22
BMW,Hatchback,2006,61862,179810,2004-10-26
Chevrolet,Sedan,2003,30958,13107,2014-11-25
Nissan,Convertible,2004,24768,192476,2021-01-09
Hyundai,Convertible,2000,31145,94182,2007-04-29
Ford,Hatchback,2000,31442,91787,2019-07-04
Nissan,Hatchback,2014,30596,15954,2015-10-30
Nissan,Coupe,2019,47406,16943,2008-11-10
Audi,Sedan,2018,45524,40725,2016-02-24
Honda,Minivan,2009,28332,45434,2022-07-19
BMW,Minivan,2017,20764,85751,2011-09-16
Volkswagen,Coupe,2002,32563,10110,2012-12-06
Honda,Convertible,2010,41370,16462,2015-06-15
BMW,SUV,2014,10062,79232,2003-01-20
Volkswagen,SUV,2010,49645,185153,2004-11-16
Hyundai,Truck,2016,12244,183871,2005-02-19
Toyota,Convertible,2016,11372,66567,2014-09-07
Mercedes-Benz,Minivan,2005,69471,182296,2009-03-29
Toyota,Minivan,2004,21956,127425,2007-07-13
Honda,Convertible,2007,45473,56063,2008-12-20
Chevrolet,Coupe,2001,18894,113394,2001-03-24
Honda,Truck,2015,74586,55240,2015-02-28
Audi,Hatchback,2019,21709,81352,2011-06-04
Volkswagen,Truck,2011,20210,148940,2009-07-28
Volkswagen,Sedan,2005,54510,80989,2005-12-22
Hyundai,Coupe,2000,43674,22222,2009-02-08
Toyota,Hatchback,2003,22733,79794,2001-12-20
Hyundai,Hatchback,2016,25080,63924,2004-03-02
Toyota,Minivan,2012,58412,99854,2018-07-01
Volkswagen,SUV,2017,63971,78513,2018-02-22
Honda,Sedan,2004,44709,54649,2002-12-05
Chevrolet,Truck,2002,64846,102986,2015-03-25
Volkswagen,SUV,2010,70480,83749,2021-03-20
Nissan,Convertible,2012,57960,141295,2013-05-19
BMW,Coupe,2003,46152,179238,2012-10-18
Toyota,Truck,2013,32250,39369,2005-11-26
Toyota,Convertible,2021,53137,86379,2021-10-01
Audi,Hatchback,2010,51412,69392,2011-05-02
Hyundai,Minivan,2009,48876,190598,2015-05-31
Mercedes-Benz,Truck,2018,78664,12661,2019-05-28
Mercedes-Benz,SUV,2017,55227,146663,2013-11-26
Audi,Sedan,2005,37450,71718,2017-07-15
Volkswagen,SUV,2014,78704,186307,2018-10-24
Toyota,Coupe,2020,11861,7970,2001-09-24
Ford,Minivan,2009,66914,47922,2006-01-08
Chevrolet,Coupe,2004,68888,30755,2014-08-28
Nissan,Truck,2004,66293,120926,2007-12-20
Honda,SUV,2009,73515,19416,2001-09-14
Honda,Sedan,2004,28524,13672,2016-08-17
Mercedes-Benz,Hatchback,2002,12065,128145,2000-12-26
Mercedes-Benz,Coupe,2022,42684,178068,2017-06-05
Audi,Sedan,2005,38365,74095,2010-10-18
Toyota,Convertible,2003,63876,64,2013-05-01
Hyundai,Truck,2017,28704,68835,2022-04-03
Honda,Sedan,2008,62857,136711,2002-05-27
Toyota,Truck,2016,10622,142127,2013-02-16
Nissan,Convertible,2012,71201,190292,2021-05-01
Chevrolet,Sedan,2014,37694,87594,2006-11-28
Chevrolet,Minivan,2019,27995,160499,2017-03-02
Honda,Sedan,2016,13419,116916,2018-02-18
Ford,Hatchback,2012,52952,120308,2013-12-06
Audi,Convertible,2015,38837,82516,2020-09-16
Honda,Minivan,2021,75799,64666,2019-05-07
Nissan,Minivan,2003,53877,195346,2017-12-02
Ford,SUV,2004,50687,118294,2006-05-10
BMW,Sedan,2004,42276,10866,2022-04-24
Volkswagen,Hatchback,2008,39523,3889,2022-03-31
Mercedes-Benz,Sedan,2016,71055,118194,2022-10-22
Mercedes-Benz,Hatchback,2012,59615,124714,2022-09-16
Ford,Minivan,2001,15514,179298,2014-08-08
Honda,Coupe,2012,52456,31335,2021-07-07
Mercedes-Benz,Minivan,2021,12233,50547,2011-10-29
Toyota,SUV,2020,6102,157234,2014-10-03
Mercedes-Benz,Sedan,2022,71133,155759,2005-01-22
Chevrolet,Convertible,2018,51715,98756,2008-10-10
Mercedes-Benz,Truck,2002,11256,10995,2005-12-01
BMW,Convertible,2009,69800,187560,2004-01-04
Audi,SUV,2001,46548,2631,2001-10-05
Ford,Coupe,2012,77090,166026,2014-08-26
Toyota,Coupe,2018,47367,137039,2012-06-19
BMW,Coupe,2016,75382,88294,2017-11-05
Chevrolet,Hatchback,2020,31205,87278,2015-09-02
Honda,Convertible,2013,30570,64471,2021-10-03
Volkswagen,Truck,2011,35255,37116,2001-09-02
Chevrolet,Minivan,2020,26182,92116,2011-10-12
Ford,Minivan,2011,44373,165299,2004-03-23
Ford,Truck,2010,48019,133014,2004-01-06
Ford,Minivan,2006,67619,47664,2017-01-27
BMW,Hatchback,2003,21043,159141,2003-03-27
Ford,Sedan,2018,50532,87342,2005-11-16
Audi,Hatchback,2000,70936,14407,2006-03-22
Audi,Truck,2002,24239,113926,2012-06-02
Audi,Truck,2012,15416,59201,2001-12-20
Ford,Sedan,2014,8412,80093,2012-10-24
Audi,Convertible,2001,29406,185420,2009-07-04
Hyundai,Convertible,2010,6875,17878,2009-12-21
Mercedes-Benz,SUV,2003,42066,83100,2000-03-04
Mercedes-Benz,Convertible,2018,10752,78629,2001-07-13
Ford,Coupe,2016,6353,186492,2020-05-21
Nissan,Coupe,2002,31986,43168,2004-09-29
BMW,SUV,2017,19691,54862,2010-08-30
Volkswagen,Truck,2007,74847,28004,2004-03-22
BMW,SUV,2021,53075,20471,2006-08-12
Hyundai,Sedan,2018,15794,91820,2016-09-03
BMW,SUV,2004,73470,191239,2014-04-14
Hyundai,SUV,2006,21406,102229,2014-10-01
Hyundai,Hatchback,2020,31872,65308,2014-03-07
BMW,Coupe,2007,46708,83969,2022-06-01
Volkswagen,Sedan,2004,25800,14568,2018-03-10
Hyundai,Hatchback,2016,48397,9466,2020-12-21
Audi,Sedan,2004,42909,57324,2006-09-24
Toyota,SUV,2003,26352,102208,2016-07-03
Toyota,Hatchback,2021,20438,146539,2014-11-30
Honda,Hatchback,2018,49999,75955,2012-06-25
Ford,Sedan,2020,23482,184020,2007-07-12
Chevrolet,Sedan,2001,37471,147748,2005-05-02
Audi,Convertible,2010,52279,94791,2017-04-07
Audi,Minivan,2021,59213,162586,2022-08-04
Chevrolet,Sedan,2012,18026,108718,2022-02-26
Ford,Hatchback,2014,10435,22650,2000-07-08
Toyota,Truck,2011,13493,88290,2016-06-13
Volkswagen,Sedan,2021,77227,77701,2020-06-26
Hyundai,Coupe,2020,64321,10683,2000-10-22
Chevrolet,Convertible,2021,7763,190891,2022-11-29
Volkswagen,Coupe,2010,25389,80978,2022-05-13
Honda,Minivan,2006,36498,4860,2002-03-10
Hyundai,Coupe,2004,68755,134801,2019-03-05
BMW,Truck,2016,40825,31351,2007-05-24
Audi,Convertible,2019,21934,62744,2016-01-30
Hyundai,Minivan,2008,10574,155418,2012-11-27
BMW,SUV,2013,43179,120198,2017-10-09
Toyota,Hatchback,2011,6587,74155,2022-10-25
BMW,Hatchback,2005,47782,121449,2007-10-10
BMW,Sedan,2016,59412,76700,2009-08-14
Nissan,Hatchback,2018,65561,6955,2003-02-09
Chevrolet,Truck,2018,9409,196714,2017-05-28
Hyundai,Hatchback,2015,76319,175365,2006-02-25
Chevrolet,Truck,2011,31751,192408,2017-12-05
Hyundai,SUV,2011,43174,21662,2012-05-13
Audi,Truck,2019,61572,6408,2011-03-26
Mercedes-Benz,SUV,2005,66416,171475,2004-03-28
Chevrolet,SUV,2022,17041,1225,2017-11-19
Chevrolet,SUV,2003,28227,143268,2012-05-08
Audi,Truck,2005,40201,146444,2007-10-02
Hyundai,Minivan,2010,41069,17279,2008-05-20
Audi,SUV,2000,31370,110401,2021-11-01
Volkswagen,Minivan,2022,16586,185312,2008-05-10
BMW,Truck,2014,55231,92404,2019-09-28
Audi,Convertible,2010,10322,169259,2009-09-09
Hyundai,SUV,2018,70294,48481,2001-06-10
Toyota,Truck,2017,34299,159547,2007-09-08
Audi,Truck,2016,75793,44552,2004-10-19
Ford,Minivan,2018,51501,199041,2018-11-04
Audi,Truck,2020,62134,137930,2004-07-12
Chevrolet,Sedan,2013,14777,74474,2013-04-03
Volkswagen,Minivan,2017,16249,25168,2011-01-24
Nissan,Minivan,2018,26390,32099,2013-10-03
Audi,Sedan,2014,25369,61455,2012-02-04
Mercedes-Benz,SUV,2014,17881,54240,2012-09-09
Ford,Hatchback,2003,14587,74796,2007-11-23
Toyota,Convertible,2006,79327,54592,2016-02-10
Audi,Hatchback,2012,12833,122181,2001-03-24
BMW,SUV,2002,52013,178530,2009-01-23
BMW,Coupe,2015,68620,101611,2012-07-21
Ford,Coupe,2008,20754,58046,2022-03-14
Chevrolet,Convertible,2007,40282,16488,2012-01-27
Honda,Minivan,2019,41737,189913,2021-07-22
Chevrolet,Convertible,2012,29124,118521,2016-07-26
Ford,Convertible,2016,75102,131467,2000-10-21
Chevrolet,Sedan,2016,7196,183741,2003-05-23
BMW,Sedan,2016,66527,141917,2022-01-06
Volkswagen,Coupe,2000,16345,167131,2007-09-17
Honda,Convertible,2007,39077,18394,2003-01-03
BMW,Truck,2018,71400,93993,2004-10-03
Toyota,Hatchback,2005,17055,176978,2005-12-29
BMW,Coupe,2002,49484,59332,2007-07-28
Chevrolet,Convertible,2004,40771,168377,2003-05-07
Volkswagen,Truck,2012,62654,42628,2017-12-06
Honda,Convertible,2014,51540,21352,2001-02-14
Audi,Minivan,2013,34377,82971,2008-01-24
Honda,SUV,2022,54573,51993,2022-03-08
BMW,Truck,2015,47733,170458,2013-02-07
Audi,Minivan,2017,16760,103027,2002-02-25
Ford,Hatchback,2021,30762,187696,2005-10-10
Hyundai,SUV,2021,55986,188137,2014-11-29
BMW,Minivan,2010,39332,120212,2015-12-23
Mercedes-Benz,Sedan,2002,45100,8539,2005-06-09
BMW,Coupe,2021,9944,132335,2022-04-01
Ford,Convertible,2009,53825,144377,2019-12-27
Honda,Coupe,2009,18877,53817,2015-08-19
Toyota,Hatchback,2020,34990,155470,2006-07-31
Audi,Convertible,2015,60283,49107,2022-08-15
Mercedes-Benz,SUV,2011,8258,163224,2012-01-19
Hyundai,Truck,2001,36629,161696,2018-05-07
Ford,Truck,2008,42579,129240,2009-01-08
Hyundai,Convertible,2002,27958,99655,2005-10-22
Nissan,SUV,2014,44465,56132,2009-10-22
Mercedes-Benz,Convertible,2002,20775,125701,2011-06-29
Mercedes-Benz,Convertible,2018,39207,105494,2015-08-10
Nissan,Minivan,2017,27553,52979,2019-10-20
Mercedes-Benz,Convertible,2007,58632,58013,2011-09-28
BMW,Truck,2016,5055,63797,2002-12-21
Nissan,Hatchback,2007,37873,51798,2007-03-06
Honda,Convertible,2006,71205,147722,2006-06-06
Nissan,Truck,2006,30318,157086,2013-05-06
Honda,Sedan,2002,38734,76421,2008-04-24
Toyota,SUV,2000,23522,7434,2006-06-07
Chevrolet,Sedan,2003,16656,30028,2015-09-22
Mercedes-Benz,Convertible,2004,20893,66558,2012-02-19
Audi,Truck,2000,21493,24331,2016-11-27
Audi,SUV,2014,8632,67573,2019-11-22
Chevrolet,Coupe,2004,66779,129473,2016-09-16
Volkswagen,SUV,2012,43452,177398,2020-02-23
BMW,SUV,2007,18266,82979,2005-07-24
Mercedes-Benz,Convertible,2007,66607,4123,2003-06-03
Mercedes-Benz,Minivan,2004,21940,16603,2018-08-22
Chevrolet,Sedan,2008,29003,65941,2009-09-26
Honda,Sedan,2000,39815,42597,2014-07-05
BMW,Coupe,2003,35869,194310,2008-06-21
Ford,Convertible,2002,54297,84238,2008-02-25
Audi,SUV,2001,65107,173791,2002-08-20
Ford,Minivan,2007,21682,41751,2015-09-04
Nissan,Hatchback,2022,24622,126462,2015-01-11
Honda,Sedan,2008,35408,86978,2003-06-22
Volkswagen,Sedan,2001,13837,17693,2014-06-15
Ford,Truck,2013,69210,168769,2001-01-07
